area_id,population,location_urban,location_rural,hh_size1,hh_size2,hh_size3,hh_size4,m_0_to_30,f_0_to_30,m_30_to_60,f_30_to_60,m_gt_60,f_gt_60,edu_non,edu_low,edu_middle,edu_high
d372,252,0,252,70,168,5,42,9,16,151,151,67,69,58,247,146,12
d373,287,287,0,116,143,12,68,76,77,143,161,23,26,32,107,302,65
d374,295,0,295,118,171,2,21,9,5,122,107,122,122,49,162,248,28
d375,208,208,0,31,104,26,208,127,122,120,95,31,30,9,59,381,76
d376,271,0,271,75,192,0,18,10,14,178,151,69,55,39,179,233,26
d377,280,280,0,104,154,8,62,63,56,164,162,28,25,33,123,293,49
d378,267,267,0,94,154,5,60,55,57,152,167,23,23,34,113,286,44
d379,285,0,285,82,202,1,0,15,12,159,176,67,60,33,197,232,27
d380,259,259,0,97,143,7,54,58,66,124,153,26,31,32,100,268,58
d381,298,0,298,72,218,5,13,16,10,175,180,80,75,59,299,168,10
d382,309,309,0,137,161,7,20,27,28,172,166,52,55,70,208,204,18
d383,282,0,282,73,205,3,4,12,10,160,158,89,67,58,271,153,14
d384,267,0,267,72,181,8,27,6,11,151,169,89,59,67,261,149,8
d385,274,0,274,72,193,2,33,8,11,168,163,74,73,59,278,149,11
d386,254,254,0,88,126,17,104,96,91,147,130,17,14,31,70,318,76
d387,266,266,0,110,110,20,116,85,83,152,148,26,12,34,74,316,82
d388,257,257,0,84,142,14,74,76,59,151,162,18,18,25,106,294,59
d389,311,0,311,122,186,2,5,12,7,125,94,135,132,35,192,248,30
d390,286,286,0,97,174,5,46,62,55,156,181,27,25,33,121,291,61
d391,280,0,280,60,210,4,24,15,12,184,155,74,76,64,260,181,11
d392,282,282,0,116,143,4,84,90,76,163,135,17,17,34,76,318,70
d393,279,0,279,113,151,6,41,7,8,128,131,112,88,54,270,148,2
d394,302,302,0,125,165,6,27,31,38,150,171,51,59,60,217,200,23
d395,262,0,262,72,185,1,18,13,7,150,136,90,67,53,266,140,4
d396,270,0,270,77,190,1,8,15,21,154,171,56,51,37,174,234,23
d397,278,278,0,95,153,11,85,69,70,164,159,32,25,37,105,322,55
d398,339,339,0,167,164,5,13,36,38,165,167,55,62,61,223,222,17
d399,271,271,0,103,135,15,78,80,95,135,152,17,17,24,83,321,68
d400,279,0,279,64,204,6,22,14,13,157,182,57,89,52,287,169,4
d401,260,260,0,83,166,4,30,53,63,144,153,21,23,38,107,265,47
d402,279,0,279,73,197,2,31,8,8,177,147,77,87,63,289,145,7
d403,274,0,274,63,201,4,27,13,18,165,160,77,71,53,259,174,18
d404,323,0,323,145,173,5,0,12,9,121,107,127,130,35,194,253,24
d405,255,255,0,95,120,16,105,89,93,124,145,24,13,24,74,321,69
d406,264,264,0,91,136,13,109,82,94,158,133,26,18,28,93,301,89
d407,273,0,273,74,195,3,4,4,17,167,173,65,51,24,165,269,19
d408,289,0,289,88,196,3,10,13,11,172,160,76,67,31,203,236,29
d409,249,0,249,64,180,1,19,7,13,150,150,66,60,47,242,148,9
d410,280,0,280,94,164,4,77,10,8,138,137,119,99,57,301,153,0
d411,278,0,278,82,191,3,8,9,12,152,167,67,74,47,192,223,19
d412,274,0,274,105,162,4,16,11,7,104,107,110,118,52,153,223,29
d413,282,0,282,90,187,3,11,15,18,174,156,58,63,33,165,262,24
d414,255,255,0,95,125,16,83,78,89,129,136,24,20,28,69,311,68
d415,283,283,0,118,139,14,56,97,77,146,138,19,17,33,75,315,71
d416,324,0,324,147,175,2,0,17,10,124,100,124,128,44,172,253,34
d417,304,304,0,124,174,1,21,21,31,173,152,62,57,60,209,214,13
d418,301,0,301,112,179,4,28,9,11,143,124,112,111,75,266,168,1
d419,216,216,0,50,100,34,143,125,101,107,110,23,29,10,58,350,77
d420,319,319,0,141,171,1,27,23,36,181,158,56,59,73,186,230,24
d421,290,0,290,84,196,5,21,9,16,173,159,81,74,61,276,165,10
d422,296,296,0,116,161,6,55,70,68,164,155,27,27,41,125,289,56
d423,273,273,0,106,137,12,85,80,95,143,146,17,20,23,90,299,89
d424,275,275,0,78,173,9,65,75,75,150,160,29,27,41,110,304,61
d425,275,0,275,63,200,4,36,19,10,158,170,71,83,53,265,180,13
d426,319,319,0,142,172,1,17,25,31,187,172,47,44,72,212,202,20
d427,281,0,281,68,199,6,38,21,12,170,151,82,86,54,292,164,12
d428,259,0,259,64,186,3,25,8,12,164,145,71,70,58,240,158,14
d429,270,0,270,70,185,5,44,9,12,140,183,78,77,55,273,158,13
d430,331,0,331,139,190,0,10,11,12,114,118,128,146,46,203,241,39
d431,262,262,0,102,139,4,77,71,79,147,140,16,16,33,116,275,45
d432,270,270,0,89,161,6,60,74,65,153,141,28,28,28,104,288,69
d433,327,327,0,145,175,2,21,32,25,171,169,65,60,68,218,212,24
d434,340,340,0,139,193,4,18,30,34,173,198,57,63,83,227,226,19
d435,253,253,0,93,126,15,87,85,74,128,148,20,22,26,68,312,71
d436,310,310,0,141,166,0,12,26,24,159,172,60,44,75,192,209,9
d437,275,275,0,100,154,11,48,67,56,172,147,27,20,34,127,283,45
d438,329,329,0,167,154,5,15,34,33,164,162,61,51,68,200,212,25
d439,283,283,0,102,159,12,46,60,74,156,173,16,23,31,127,298,46
d440,287,0,287,81,203,0,13,12,15,189,148,71,65,37,176,259,28
d441,276,0,276,79,194,1,10,11,9,162,187,60,51,30,200,227,23
d442,275,275,0,95,154,14,52,69,76,155,150,27,20,31,109,314,43
d443,267,0,267,64,195,1,33,9,6,155,163,72,85,57,279,144,10
d444,269,269,0,103,135,10,91,82,80,161,136,18,17,23,73,340,58
d445,276,0,276,95,163,8,47,9,6,144,132,102,99,66,249,175,2
d446,275,275,0,113,133,10,90,72,76,156,153,19,23,46,81,312,60
d447,284,284,0,134,113,13,107,113,89,143,131,13,17,36,74,314,82
d448,209,209,0,44,101,27,162,122,114,97,99,34,23,6,55,351,77
d449,273,273,0,86,165,7,70,67,58,156,181,27,18,32,111,326,38
d450,325,0,325,140,182,2,4,7,10,114,104,140,139,37,211,237,29
d451,317,317,0,131,180,4,8,30,34,159,171,65,52,72,181,237,21
d452,301,0,301,116,183,1,5,5,6,105,111,123,140,41,206,214,29
d453,274,274,0,109,134,14,79,83,99,138,135,16,27,23,79,321,75
d454,298,0,298,111,177,3,31,13,9,145,126,112,100,58,281,165,1
d455,266,0,266,69,192,2,13,9,8,166,149,67,73,48,262,156,6
d456,274,274,0,86,166,12,42,60,60,168,159,24,25,40,119,287,50
d457,181,181,0,36,76,26,191,113,105,85,106,24,24,7,37,338,75
d458,280,280,0,100,155,13,53,61,73,152,174,24,18,40,118,296,48
d459,282,282,0,92,165,7,80,73,70,180,156,26,18,36,108,319,60
d460,311,311,0,142,165,4,0,37,25,165,156,56,45,60,206,201,17
d461,296,296,0,105,173,8,45,77,69,156,161,30,27,26,125,315,54
d462,262,262,0,106,122,15,89,82,90,148,129,18,17,26,71,304,83
d463,288,288,0,104,162,11,53,69,64,162,180,19,20,37,126,303,48
d464,324,0,324,140,178,3,13,5,12,112,117,144,128,40,181,260,37
d465,265,265,0,119,106,17,104,97,95,145,113,18,18,25,88,310,63
d466,288,288,0,100,164,12,55,72,58,172,165,27,25,28,112,318,61
d467,282,282,0,115,142,9,71,77,73,165,134,22,26,30,102,309,56
d468,274,0,274,73,189,7,22,10,7,157,173,66,81,55,269,163,7
d469,292,292,0,94,185,4,37,63,58,169,167,25,31,35,133,292,53
d470,285,285,0,131,124,14,73,91,72,128,156,26,21,27,80,306,81
d471,274,274,0,82,167,10,68,68,68,159,171,16,32,44,107,312,51
d472,269,269,0,84,164,10,48,61,55,160,170,26,18,30,109,286,65
d473,270,270,0,95,142,12,98,67,73,159,162,23,29,40,106,309,58
d474,345,0,345,155,187,2,4,6,15,112,125,150,131,49,216,240,34
d475,281,281,0,92,164,10,63,73,65,175,159,25,16,22,112,328,51
d476,325,325,0,139,179,4,14,27,40,180,178,54,44,73,185,235,30
d477,272,0,272,59,201,5,35,13,5,181,173,70,69,52,287,164,8
d478,272,0,272,66,196,5,21,13,5,174,137,75,90,53,273,161,7
d479,286,286,0,92,172,5,73,79,60,175,144,36,30,31,137,299,57
d480,284,284,0,116,147,5,73,72,68,155,153,23,27,31,103,318,46
d481,291,0,291,85,204,0,8,9,14,174,163,74,67,26,204,244,27
d482,306,306,0,125,175,2,17,18,39,155,176,50,60,64,194,217,23
d483,295,295,0,118,155,10,54,75,63,176,144,34,20,40,112,323,37
d484,277,277,0,98,147,12,89,98,82,152,145,17,23,29,81,323,84
d485,265,265,0,97,134,14,92,78,81,151,153,19,17,29,94,309,67
d486,290,0,290,109,170,2,40,11,5,142,130,90,117,68,283,143,1
d487,281,0,281,84,192,1,16,3,13,176,174,67,54,35,207,223,22
d488,320,0,320,134,183,1,9,9,9,131,104,133,126,39,196,245,32
d489,274,0,274,69,197,4,17,11,15,168,159,70,69,59,260,163,10
d490,269,269,0,103,126,16,107,90,80,142,152,21,25,26,79,324,81
d491,311,0,311,138,169,0,16,10,6,96,111,133,136,44,179,246,23
d492,281,281,0,110,136,11,109,91,85,151,155,20,22,32,82,333,77
d493,258,258,0,97,146,2,57,44,65,150,148,23,22,27,122,249,54
d494,265,0,265,67,188,5,21,10,14,173,137,72,73,52,256,162,9
d495,207,207,0,44,103,24,166,100,111,102,111,33,31,12,48,347,81
d496,288,0,288,73,211,3,4,12,11,181,181,52,71,34,203,245,26
d497,294,294,0,108,169,8,38,61,72,148,172,32,23,36,131,295,46
d498,309,0,309,131,174,3,5,8,9,110,117,132,117,29,196,239,29
d499,291,0,291,81,195,7,37,14,9,187,178,70,71,51,288,170,20
d500,282,282,0,104,158,12,35,59,52,175,153,22,30,37,118,277,59
d501,268,268,0,82,149,12,109,94,91,169,137,23,11,36,81,336,72
d502,284,0,284,80,194,3,31,11,5,169,153,86,84,52,268,179,9
d503,277,277,0,96,160,8,60,65,65,174,155,22,19,40,129,282,49
d504,293,0,293,132,147,5,38,2,9,137,121,99,111,53,271,153,2
d505,284,284,0,127,124,15,83,82,85,146,154,18,18,32,81,317,73
d506,274,0,274,92,165,5,53,13,2,130,121,114,110,68,258,162,2
d507,278,278,0,113,136,13,71,79,91,152,134,22,17,30,83,300,82
d508,267,0,267,55,203,1,36,8,11,175,163,75,68,66,276,148,10
d509,299,0,299,107,172,8,53,7,13,139,124,110,135,67,302,158,1
d510,191,191,0,45,85,22,173,112,96,90,103,27,26,9,59,322,64
d511,305,305,0,122,164,7,54,59,93,158,141,33,41,30,124,313,58
d512,298,0,298,130,162,3,12,5,3,125,120,110,112,34,172,247,22
d513,291,0,291,71,210,2,34,6,18,154,193,78,82,45,289,188,9
d514,283,283,0,99,161,11,53,59,65,168,164,20,31,29,132,296,50
d515,284,284,0,102,165,6,51,68,65,159,156,23,30,32,121,301,47
d516,279,279,0,96,165,6,55,59,61,171,161,19,28,32,112,291,64
d517,309,309,0,117,169,13,45,68,74,182,165,22,28,37,116,324,62
d518,252,252,0,97,124,13,80,82,68,142,133,22,17,38,82,289,55
d519,277,0,277,78,196,1,8,11,13,161,166,45,85,23,193,240,25
d520,267,0,267,60,196,4,29,13,4,158,171,75,72,47,253,178,15
d521,261,0,261,63,182,7,40,8,10,164,172,71,63,51,287,146,4
d522,271,271,0,91,156,6,84,67,62,160,164,26,26,36,106,314,49
d523,281,0,281,89,185,2,21,13,12,161,181,54,65,30,189,245,22
d524,287,0,287,108,160,4,66,8,9,126,133,118,112,47,301,156,2
d525,268,268,0,71,178,9,44,69,65,154,165,18,27,23,122,304,49
d526,268,0,268,70,187,1,44,16,9,177,159,72,58,55,287,142,7
d527,312,312,0,144,159,4,22,25,19,160,169,62,61,61,199,217,19
d528,259,259,0,81,146,12,97,65,72,143,175,22,29,46,106,302,52
d529,287,0,287,104,174,4,23,8,9,152,130,93,95,74,290,123,0
d530,269,0,269,69,190,3,31,15,14,176,149,71,64,42,277,157,13
d531,273,273,0,85,161,11,72,64,80,159,159,25,25,28,108,315,61
d532,306,0,306,85,211,4,28,14,8,201,182,75,67,61,309,171,6
d533,325,325,0,132,182,6,22,26,37,190,175,58,50,78,232,212,14
d534,321,321,0,150,166,4,5,29,26,169,159,60,56,71,216,195,17
d535,277,277,0,112,131,19,66,95,88,143,136,16,19,28,73,306,90
d536,293,0,293,77,208,4,19,6,14,153,182,87,82,52,307,158,7
d537,264,264,0,84,162,8,45,64,62,162,135,24,30,39,111,282,45
d538,249,0,249,59,175,6,38,7,11,172,137,69,69,56,246,151,12
d539,249,0,249,51,186,4,36,9,11,163,161,59,68,57,244,157,13
d540,331,0,331,149,179,2,4,11,11,140,100,125,130,36,192,259,30
d541,277,277,0,110,139,10,78,82,88,150,149,10,17,35,75,311,75
d542,310,0,310,122,183,0,22,9,9,115,131,137,109,37,175,263,35
d543,263,263,0,103,122,9,134,89,85,140,150,19,25,32,96,303,77
d544,308,0,308,146,158,1,13,5,11,104,107,127,124,42,173,232,31
d545,312,312,0,140,140,16,70,96,89,158,147,27,21,22,87,346,83
d546,305,305,0,133,168,1,14,19,31,177,152,50,57,75,192,200,19
d547,307,0,307,120,184,2,4,3,7,112,99,157,120,43,192,239,24
d548,312,312,0,132,177,1,9,31,33,178,169,45,42,73,200,205,20
d549,253,253,0,75,145,13,94,78,67,152,157,20,24,35,118,300,45
d550,304,304,0,135,133,15,95,106,83,155,154,21,22,26,99,342,74
d551,330,0,330,149,177,1,12,10,10,118,118,146,116,38,188,261,31
d552,244,244,0,78,148,5,61,71,67,131,135,20,26,30,91,282,47
d553,305,0,305,84,214,4,12,9,15,167,162,90,93,69,300,159,8
d554,284,0,284,64,214,3,13,8,9,168,160,93,76,66,269,171,8
d555,207,207,0,34,105,28,183,111,126,105,112,28,29,10,59,362,80
d556,325,325,0,140,180,1,17,36,29,164,178,61,52,80,208,212,20
d557,277,277,0,108,156,5,37,26,30,154,173,47,42,66,187,195,24
d558,277,0,277,57,211,2,34,14,12,165,175,93,60,62,279,167,11
d559,285,0,285,76,194,9,26,17,14,184,169,64,69,61,279,165,12
d560,326,326,0,149,168,5,17,28,33,167,182,47,60,81,201,219,16
d561,312,312,0,135,172,0,21,45,25,154,180,47,49,78,184,215,23
d562,280,280,0,81,172,11,71,81,79,143,174,24,28,41,130,305,53
d563,260,260,0,112,117,9,107,83,72,143,144,18,20,33,82,274,91
d564,318,0,318,146,167,1,17,12,15,121,100,123,129,43,181,250,26
d565,219,219,0,43,113,29,145,118,112,108,101,30,32,14,55,346,86
d566,194,194,0,33,92,24,203,117,142,90,80,33,30,9,51,367,65
d567,341,341,0,168,167,4,9,35,34,166,176,55,57,73,200,222,28
d568,313,313,0,144,160,5,18,32,24,166,156,62,57,80,187,202,28
d569,275,275,0,92,164,7,55,71,67,172,145,23,18,36,105,308,47
d570,265,0,265,65,189,4,37,10,9,168,140,84,81,51,278,147,16
d571,273,273,0,98,153,12,42,62,70,157,150,24,19,35,101,296,50
d572,286,0,286,71,208,5,9,13,11,173,183,68,63,34,200,248,29
d573,286,286,0,101,168,3,64,60,83,156,165,29,17,35,112,315,48
d574,255,255,0,93,142,6,61,63,52,152,140,25,24,24,112,268,52
d575,271,271,0,105,148,7,51,61,65,150,143,26,28,29,109,286,49
d576,252,0,252,63,176,4,38,10,15,137,151,77,75,55,230,165,15
d577,288,0,288,119,165,4,0,12,6,112,95,128,108,28,163,242,28
d578,323,323,0,151,168,0,18,26,28,160,170,55,66,63,214,209,19
d579,261,261,0,90,151,11,39,56,65,153,148,21,21,35,101,271,57
d580,264,264,0,90,148,7,83,62,82,136,166,15,29,40,92,306,52
d581,272,272,0,100,149,12,52,59,68,167,150,20,22,25,96,306,59
d582,278,278,0,100,147,10,94,71,72,169,170,17,19,27,127,307,57
d583,304,304,0,106,177,10,49,84,72,176,156,24,27,47,125,313,54
d584,285,285,0,103,160,7,67,64,70,169,161,21,26,39,124,287,61
d585,294,0,294,78,209,3,18,13,15,174,172,60,89,70,278,164,11
d586,289,0,289,64,216,5,19,15,10,175,196,66,68,64,282,171,13
d587,296,0,296,81,206,3,27,19,10,161,172,75,92,46,298,174,11
d588,264,264,0,100,130,13,94,87,100,115,160,15,16,19,66,320,88
d589,286,286,0,104,155,15,54,67,84,155,170,15,22,39,114,306,54
d590,298,0,298,127,167,1,15,9,6,105,118,108,133,30,179,243,27
d591,225,225,0,54,107,29,153,118,135,103,97,32,23,8,69,355,76
d592,310,310,0,139,163,4,18,31,28,186,144,53,53,68,209,198,20
d593,280,0,280,67,203,3,32,14,5,158,182,74,81,52,288,170,4
d594,283,283,0,96,155,14,80,71,84,142,178,26,27,36,134,307,51
d595,266,266,0,95,145,14,50,62,72,146,159,19,19,30,114,285,48
d596,261,0,261,66,189,2,21,15,9,156,145,70,76,49,272,142,8
d597,299,299,0,107,173,9,44,67,72,164,171,33,17,40,114,320,50
d598,301,301,0,134,162,4,4,30,20,161,157,49,57,64,200,194,16
d599,321,321,0,144,170,2,21,34,30,169,172,66,40,62,223,212,14
d600,307,307,0,128,173,4,9,40,23,180,149,52,51,64,203,203,25
d601,292,292,0,128,154,3,34,28,27,152,163,53,56,66,188,209,16
d602,304,304,0,104,181,9,42,76,76,153,173,22,35,35,117,319,64
d603,306,306,0,136,158,2,44,25,31,171,172,58,45,74,201,211,16
d604,270,270,0,83,166,8,55,61,66,160,164,24,19,41,115,282,56
d605,270,270,0,92,156,10,53,55,77,152,156,26,21,43,104,286,54
d606,299,0,299,91,206,1,4,8,10,203,156,70,63,47,194,242,27
d607,284,0,284,66,213,1,17,19,14,156,172,67,84,57,262,179,14
d608,331,331,0,159,168,0,19,33,30,181,167,61,42,66,197,236,15
d609,291,0,291,91,192,6,9,11,9,176,184,64,58,37,197,251,17
d610,320,320,0,144,166,2,35,31,27,184,172,49,54,67,181,246,23
d611,275,275,0,109,130,16,95,82,90,156,147,19,18,35,88,312,77
d612,272,0,272,60,200,6,26,8,13,159,153,75,96,49,276,170,9
d613,304,0,304,126,175,2,4,14,8,128,114,111,111,37,176,229,44
d614,309,0,309,126,179,3,5,11,9,114,117,124,123,38,186,244,30
d615,253,0,253,54,185,3,52,17,8,172,164,70,54,51,264,153,17
d616,280,280,0,105,136,19,91,95,89,154,150,20,17,36,79,339,71
d617,260,260,0,80,150,15,71,66,79,140,159,28,24,38,121,292,45
d618,270,270,0,94,157,9,49,62,66,170,146,20,20,32,111,295,46
d619,254,254,0,76,165,3,46,63,55,154,151,24,14,37,99,273,52
d620,287,0,287,80,196,7,19,5,9,166,185,69,78,57,267,173,15
d621,281,0,281,110,168,0,12,6,3,102,115,106,126,38,165,225,30
d622,285,285,0,105,148,10,98,91,92,138,167,22,19,19,90,340,80
d623,288,288,0,107,161,9,51,70,69,170,148,30,20,28,138,290,51
d624,270,270,0,108,125,15,99,97,84,156,124,26,15,30,84,318,70
d625,309,309,0,135,167,3,17,32,22,154,173,60,54,64,199,215,17
d626,236,236,0,70,147,9,43,52,56,133,142,26,25,30,115,254,35
d627,262,0,262,70,182,4,25,10,14,152,150,71,74,52,261,146,12
d628,302,0,302,134,162,2,18,6,10,123,118,118,107,48,174,240,20
d629,293,0,293,95,194,2,8,17,8,166,177,63,66,34,179,261,23
d630,302,0,302,113,187,0,12,6,6,109,107,154,117,39,193,244,23
d631,189,189,0,35,79,32,189,133,120,85,92,29,19,7,46,354,71
d632,255,255,0,101,121,7,116,87,88,130,139,14,22,25,83,290,82
d633,296,296,0,112,167,6,49,62,80,163,152,33,23,38,118,299,58
d634,264,264,0,94,135,13,98,85,92,153,139,19,13,23,64,336,78
d635,270,0,270,63,194,6,33,9,9,176,172,62,74,57,268,163,14
d636,264,0,264,68,190,2,18,8,9,145,146,77,87,50,249,163,10
d637,286,286,0,97,169,8,54,73,63,160,167,26,24,30,114,318,51
d638,307,0,307,129,175,1,9,5,13,123,107,128,115,34,185,243,29
d639,259,259,0,88,127,22,99,87,91,125,161,26,17,32,79,309,87
d640,263,263,0,80,152,14,79,74,81,151,154,25,20,28,102,322,53
d641,288,288,0,111,151,8,79,75,95,136,166,27,17,42,70,317,87
d642,287,287,0,123,125,12,121,91,95,157,151,19,17,37,95,314,84
d643,217,217,0,49,103,27,167,122,106,114,104,32,25,3,65,350,85
d644,323,0,323,140,180,1,9,6,4,126,134,122,120,39,209,231,33
d645,273,273,0,98,135,19,96,93,98,142,144,20,24,18,84,346,73
d646,319,319,0,144,171,2,8,29,23,176,180,49,43,72,209,200,19
d647,289,289,0,88,177,6,79,69,74,181,177,15,23,27,123,326,63
d648,296,0,296,104,182,5,23,5,4,142,140,115,100,72,281,151,2
d649,277,0,277,66,204,2,21,15,15,161,158,75,77,53,257,177,14
d650,200,200,0,39,90,31,190,109,126,103,107,31,26,11,44,375,72
d651,274,274,0,114,123,16,94,91,81,154,137,17,22,24,81,308,89
d652,278,278,0,85,179,6,35,61,60,162,166,19,28,33,125,292,46
d653,265,265,0,86,153,10,74,71,51,176,149,25,24,40,122,294,40
d654,290,290,0,124,158,2,25,20,28,165,157,47,54,66,195,202,8
d655,271,0,271,69,190,3,38,9,11,153,170,70,83,57,279,151,9
d656,314,314,0,147,162,2,13,26,18,172,176,45,53,71,195,216,8
d657,309,309,0,130,170,4,22,29,25,183,169,46,52,64,203,223,14
d658,289,289,0,112,136,17,107,97,87,152,158,27,21,31,109,335,67
d659,256,0,256,47,199,7,13,12,7,159,157,67,77,47,261,165,6
d660,266,0,266,79,180,3,20,7,10,160,170,57,64,38,184,221,25
d661,308,308,0,140,161,2,22,36,35,166,153,50,50,63,206,203,18
d662,263,263,0,85,155,7,71,56,72,139,161,27,32,35,105,283,64
d663,300,0,300,100,196,2,9,11,11,182,161,71,71,34,195,251,27
d664,294,0,294,90,201,1,8,14,12,169,171,57,80,53,183,247,20
d665,255,255,0,84,144,12,68,58,71,144,138,31,34,30,115,283,48
d666,270,270,0,104,141,9,69,92,73,148,132,18,19,19,79,318,66
d667,265,265,0,107,126,12,90,81,87,146,133,22,16,31,85,298,71
d668,280,0,280,63,201,9,31,12,11,147,191,82,80,59,282,177,5
d669,289,0,289,80,197,4,37,19,11,190,147,77,79,70,281,156,16
d670,195,195,0,36,81,36,182,123,134,86,90,27,28,11,48,347,82
d671,264,0,264,75,179,6,20,11,6,156,154,70,74,53,243,163,12
d672,279,279,0,111,140,14,66,71,78,143,163,22,22,35,96,287,81
d673,305,0,305,76,226,1,8,12,13,200,192,61,61,33,218,252,36
d674,267,267,0,103,132,16,71,79,83,132,150,20,22,19,94,305,68
d675,271,271,0,101,149,7,65,74,54,168,138,15,36,37,114,288,46
d676,309,0,309,139,167,2,4,5,7,115,103,112,141,44,195,210,34
d677,263,263,0,98,128,13,100,93,85,142,139,13,21,31,75,319,68
d678,282,0,282,88,182,3,43,11,12,160,156,77,88,57,282,153,12
d679,291,0,291,77,207,4,13,11,13,155,200,72,65,61,265,176,14
d680,266,0,266,59,195,6,26,15,11,178,138,81,70,60,248,176,9
d681,273,0,273,73,195,2,13,14,17,190,147,51,63,36,210,216,20
d682,271,271,0,114,127,14,77,87,75,149,143,18,15,28,78,309,72
d683,278,0,278,73,200,2,13,18,6,171,168,57,72,31,198,242,21
d684,297,0,297,126,164,3,17,9,7,103,106,131,124,46,168,232,34
d685,316,316,0,143,166,3,17,32,32,174,173,44,46,75,213,196,17
d686,332,0,332,140,186,4,11,8,10,123,124,126,144,40,201,267,27
d687,257,257,0,94,122,20,93,87,84,127,140,25,28,26,87,320,58
d688,278,278,0,105,154,6,56,50,72,167,152,26,20,41,109,294,43
d689,266,266,0,109,122,14,94,96,84,130,143,25,11,18,81,311,79
d690,251,251,0,76,158,3,62,66,54,135,154,25,29,35,102,273,53
d691,294,0,294,102,175,7,48,9,8,148,140,100,116,71,281,169,0
d692,283,0,283,103,167,5,38,8,12,133,121,108,108,51,293,143,3
d693,316,316,0,139,171,3,13,27,32,168,162,55,59,76,209,206,12
d694,293,0,293,80,207,2,18,12,16,181,166,81,62,44,196,254,24
d695,291,0,291,83,207,1,0,14,13,162,180,70,61,34,195,242,29
d696,323,0,323,137,182,2,8,8,7,89,112,157,142,50,205,235,25
d697,271,271,0,85,160,12,59,52,68,170,161,24,25,39,114,293,54
d698,181,181,0,30,78,32,183,115,115,92,90,28,25,5,48,344,68
d699,292,0,292,87,200,1,18,13,13,169,170,80,63,42,194,246,26
d700,284,284,0,92,164,8,87,72,74,162,176,28,19,42,127,313,49
d701,255,255,0,91,140,7,81,68,60,159,131,32,23,40,114,273,46
d702,278,0,278,72,196,4,24,9,4,173,148,74,92,46,274,171,9
d703,287,0,287,89,192,2,16,18,18,157,174,55,73,32,199,237,27
d704,282,282,0,116,127,19,89,109,79,133,154,19,22,30,79,316,91
d705,287,287,0,99,171,7,43,61,59,142,188,36,19,37,104,299,65
d706,337,0,337,139,196,1,4,11,11,123,126,131,136,41,201,261,35
d707,278,278,0,103,157,11,30,55,71,163,149,27,15,29,105,284,62
d708,331,331,0,148,176,3,19,34,29,191,158,58,58,61,202,245,20
d709,301,301,0,117,179,4,4,24,22,156,179,54,56,70,191,223,7
d710,300,300,0,153,142,2,12,29,25,152,151,49,49,65,190,181,19
d711,303,303,0,121,178,1,15,22,37,168,165,64,39,62,203,208,22
d712,309,0,309,135,167,2,23,10,5,108,109,129,137,33,176,254,35
d713,176,176,0,22,83,25,210,104,130,95,86,24,34,13,46,356,58
d714,275,275,0,96,156,10,64,67,65,157,169,21,23,31,124,297,50
d715,281,281,0,109,136,14,98,100,76,144,158,24,19,28,92,318,83
d716,308,0,308,137,168,1,9,10,15,106,116,121,117,44,176,240,25
d717,317,317,0,146,165,1,25,32,22,156,167,68,59,63,191,230,20
d718,307,307,0,138,165,1,12,26,44,157,154,42,60,53,189,219,22
d719,270,270,0,93,160,7,47,72,67,154,149,21,18,29,119,288,45
d720,264,0,264,65,181,6,52,8,16,148,170,74,81,50,282,157,8
d721,274,274,0,103,151,8,51,54,69,161,158,21,17,30,104,288,58
